sample_id,ACVD,AS,BPA,CL,IBD,IGT,T2D,CI,HC,FL,ME,SC
SRR14610731,0.016061823118402065,0.046253274768672172,0.10734391628024684,0.04736146400898722,0.091527502706795008,0.013936155949313847,0.059152164661477796,0.0098577056608756715,0.57952426896513243,0.018275683368059528,0.0031377876509455448,0.0075682528610917354
SRR14610605,0.0062585596947809215,0.010058335418974466,0.37336976415341461,0.0070016646290623277,0.030132562783718727,0.0080298440476829231,0.0066480039568274866,0.011952391454360091,0.5435701650699698,0.0019851190476190476,0,0.00099358974358974362
SRR14610623,0.070573751059741729,0.0081653526298263134,0.014322056082891998,0.30873434220690266,0.041061502640320428,0.0054969796285585758,0.031811671710044641,0.019928387466506662,0.44704384666163172,0.038712736351121387,0.012399281549204151,0.0017500920132499081
SRR14610610,0.010356989047505941,0.0060697100382455082,0.0085195517202096144,0.46933467416039926,0.18848542968189289,0.0022261904761904762,0.011858407594820639,0.0039387036102946724,0.2482004157046796,0.013319460336555506,0.037690467629205998,0
SRR14610698,0.014016076244017421,0.012547024462465637,0.035209122447899532,0.019478692360271312,0.05210154089546503,0.033711433153190112,0.028572184244204366,0.011473553708073831,0.6016989119196936,0.16443499850252949,0.015568062334122706,0.011188399728066909
SRR14610672,0.1871498108846254,0.022988171284838068,0.28346936931840683,0.02780874037924953,0.027662238879609991,0.0032927807486631015,0.042482601608730623,0.01882836497008324,0.34889349621708121,0.022809813204511344,0.0034166666666666668,0.011197945837533939
SRR14610618,0.0084713630667578015,0.0078021825955262494,0.01736663190610559,0.50332507225858447,0.16968997408642725,0.004170634920634921,0.016575663801282996,0.0023484848484848484,0.2159676226026408,0.019023157375745201,0.035259212537809913,0
SRR14610690,0.0052686847466259235,0.036649663147571669,0.21769849861162466,0.10149293920303977,0.032399685582735115,0.011711152139054614,0.069035540182585536,0.010636193018890889,0.50648875853323638,0.004755273600668338,0.00062500000000000001,0.0032386112339672707
SRR14610573,0.17443950174651476,0.0105521325789868,0.12810524260311415,0.19675495074558721,0.029342661981980857,0.0032544351073762832,0.042040157991527612,0.017514895458858312,0.34902551150316158,0.038952650076102088,0.0058293506169650334,0.0041885095898253795
SRR14610609,0.43792263160685074,0.0013021739130434785,0.014852054736031385,0.12125735916466837,0.015699411183931304,0.0030654761904761901,0.075911608115639601,0.012146984581466009,0.28023049258645077,0.036948650026705623,0.00066315789473684217,0
SRR14610681,0.039306016817433231,0.025575403384884801,0.13024273229257238,0.25070839598567946,0.047920862724306977,0.0069963737243149008,0.051589297155086609,0.016790387308769663,0.39718990999347575,0.020215494150672173,0.007492095623674571,0.0059730308391299112
SRR14610627,0.061103557619113173,0.020372039724980903,0.084872157731703077,0.065532216643865257,0.036063652983956848,0.010513071487336195,0.038464462860242882,0.0040306353003721424,0.66459090980529723,0.0095898078529657489,0.0025255847953216371,0.0023419031948443713
SRR14610582,0.086113716403360019,0.010781586533521516,0.02031623491317764,0.25189754922374563,0.095497339163244724,0.0031404761904761909,0.072187032580684152,0.034213477340176761,0.40419994959050015,0.010430366180946678,0.0068087000718579658,0.0044135718083086499
SRR14610663,0.0069710281548516851,0.0024896304675716442,0.0080685485460606603,0.24854546344832393,0.015341729307246204,0.0051423502603422525,0.0054220219775139682,0.00057142857142857136,0.68655926676802803,0.019435323942483387,0.0014532085561497327,0
SRR14610585,0.089965197184659729,0.0074234482622640516,0.0096276424598793018,0.26830058522806383,0.045586783326988921,0.0038474391105970053,0.027106444767822469,0.030590681819900087,0.40187412944905737,0.10257535551680286,0.0088555491206420006,0.0042467437533227001
SRR14610684,0.052796004074633425,0.0079954049573614794,0.010911977350135247,0.23479489273819268,0.013333903661959252,0.013967965137119802,0.051280848134630588,0.037645832618197671,0.54805942829704624,0.016693238474893138,0.0034439425308990523,0.0090765620249315896
SRR14610576,0.022111419789360973,0.0073516684339052741,0.024498884156778891,0.035228475220693209,0.063168961381792815,0.010102655815117116,0.034322573456740238,0.018996785378364332,0.75548022445745711,0.016007182640462695,0.0042327380952380958,0.0084984311740890703
SRR14610693,0.0088265680140293123,0.0025560897435897433,0.023715021369239638,0.045870527679235114,0.070675754027534204,0.022058815367638891,0.02055372038092626,0.011574924834367556,0.7458285165728662,0.039352868158673109,0.0021953781512605041,0.0067918157006392303
SRR14610604,0.089081399835488503,0.038654850402099351,0.22257786113543951,0.079361072579138603,0.080372521777589745,0.0053642316017316017,0.083846950748582824,0.011789780229753643,0.36664080751998074,0.015210465095022234,0.00050000000000000001,0.0066000590751734908
SRR14610589,0.14739247019887072,0.035365445570940922,0.0056495927318295737,0.05354985342539182,0.022925920269960515,0,0.050008139950553081,0.24399135754820428,0.39343614162916896,0.012174347252907624,0.0011071428571428571,0.03439958856502974
